0.000000000000000000e+00, 0.000000000000000000e+00
1.000000000000000021e-02, 5.022465434888902236e-02
2.000000000000000042e-02, 1.008986020391890170e-01
2.999999999999999889e-02, 1.520218122219523793e-01
4.000000000000000083e-02, 2.035942537758421989e-01
5.000000000000000278e-02, 2.556158953072079631e-01
5.999999999999999778e-02, 3.080867051501617881e-01
7.000000000000000666e-02, 3.610040680524169709e-01
8.000000000000000167e-02, 4.143610955276291752e-01
8.999999999999999667e-02, 4.681493594503161604e-01
1.000000000000000056e-01, 5.223607236951551824e-01
1.100000000000000006e-01, 5.769873281869205561e-01
1.199999999999999956e-01, 6.320215741466836956e-01
1.300000000000000044e-01, 6.874561104212404405e-01
1.400000000000000133e-01, 7.432838207955281273e-01
1.499999999999999944e-01, 7.994978121989125830e-01
1.600000000000000033e-01, 8.560914037259116371e-01
1.700000000000000122e-01, 9.130581164003882533e-01
1.799999999999999933e-01, 9.703916636196679990e-01
1.900000000000000022e-01, 1.028085942221551807e+00
2.000000000000000111e-01, 1.086135024122939496e+00
2.099999999999999922e-01, 1.144533148483851903e+00
2.200000000000000011e-01, 1.203274714355124564e+00
2.300000000000000100e-01, 1.262354273772031688e+00
2.399999999999999911e-01, 1.321766525259637115e+00
2.500000000000000000e-01, 1.381506307718825433e+00
2.600000000000000089e-01, 1.441568594664778269e+00
2.700000000000000178e-01, 1.501948488792184788e+00
2.800000000000000266e-01, 1.562641216843730030e+00
2.899999999999999800e-01, 1.623642124760428906e+00
2.999999999999999889e-01, 1.684946673094203984e+00
3.099999999999999978e-01, 1.746550432664738084e+00
3.200000000000000067e-01, 1.808449080444124002e+00
3.300000000000000155e-01, 1.870638395654163677e+00
3.400000000000000244e-01, 1.933114256062392844e+00
3.500000000000000333e-01, 1.995872634463997874e+00
3.599999999999999867e-01, 2.058909595337791831e+00
3.699999999999999956e-01, 2.122221291665329357e+00
3.800000000000000044e-01, 2.185803961903062920e+00
3.900000000000000133e-01, 2.249653927098191009e+00
4.000000000000000222e-01, 2.313767588139553855e+00
4.100000000000000311e-01, 2.378141423135538446e+00
4.199999999999999845e-01, 2.442771984911549232e+00
4.299999999999999933e-01, 2.507655898620120283e+00
4.400000000000000022e-01, 2.572789859457225603e+00
4.500000000000000111e-01, 2.638170630478798628e+00
4.600000000000000200e-01, 2.703795040511866254e+00
4.700000000000000289e-01, 2.769659982155095790e+00
4.799999999999999822e-01, 2.835762409863881839e+00
4.899999999999999911e-01, 2.902099338115437632e+00
5.000000000000000000e-01, 2.968667839649633766e+00
5.100000000000000089e-01, 3.035465043781611527e+00
5.200000000000000178e-01, 3.102488134782447560e+00
5.300000000000000266e-01, 3.169734350324374450e+00
5.400000000000000355e-01, 3.237200979987286509e+00
5.500000000000000444e-01, 3.304885363823457212e+00
5.600000000000000533e-01, 3.372784890977575945e+00
5.700000000000000622e-01, 3.440896998359396886e+00
5.799999999999999600e-01, 3.509219169366442959e+00
5.899999999999999689e-01, 3.577748932654357894e+00
5.999999999999999778e-01, 3.646483860952650868e+00
6.099999999999999867e-01, 3.715421569923693212e+00
6.199999999999999956e-01, 3.784559717062957240e+00
6.300000000000000044e-01, 3.853896000638596497e+00
6.400000000000000133e-01, 3.923428158668576859e+00
6.500000000000000222e-01, 3.993153967933661175e+00
6.600000000000000311e-01, 4.063071243024647394e+00
6.700000000000000400e-01, 4.133177835422341850e+00
6.800000000000000488e-01, 4.203471632608838604e+00
6.900000000000000577e-01, 4.273950557208738843e+00
7.000000000000000666e-01, 4.344612566159034905e+00
7.099999999999999645e-01, 4.415455649906426139e+00
7.199999999999999734e-01, 4.486477831630918622e+00
7.299999999999999822e-01, 4.557677166494606524e+00
7.399999999999999911e-01, 4.629051740914595037e+00
7.500000000000000000e-01, 4.700599671859072792e+00
7.600000000000000089e-01, 4.772319106165593183e+00
7.700000000000000178e-01, 4.844208219880669297e+00
7.800000000000000266e-01, 4.916265217619835148e+00
7.900000000000000355e-01, 4.988488331947356968e+00
8.000000000000000444e-01, 5.060875822774828947e+00
8.100000000000000533e-01, 5.133425976777915345e+00
8.200000000000000622e-01, 5.206137106830540873e+00
8.300000000000000711e-01, 5.279007551455866754e+00
8.399999999999999689e-01, 5.352035674293401435e+00
8.499999999999999778e-01, 5.425219863581657975e+00
8.599999999999999867e-01, 5.498558531655764803e+00
8.699999999999999956e-01, 5.572050114459485393e+00
8.800000000000000044e-01, 5.645693071071110403e+00
8.900000000000000133e-01, 5.719485883242722224e+00
9.000000000000000222e-01, 5.793427054952354105e+00
9.100000000000000311e-01, 5.867515111968567787e+00
9.200000000000000400e-01, 5.941748601427024212e+00
9.300000000000000488e-01, 6.016126091418614763e+00
9.400000000000000577e-01, 6.090646170588752462e+00
9.500000000000000666e-01, 6.165307447747434999e+00
9.599999999999999645e-01, 6.240108551489707445e+00
9.699999999999999734e-01, 6.315048129826169365e+00
9.799999999999999822e-01, 6.390124849823191511e+00
9.899999999999999911e-01, 6.465337397252503671e+00
1.000000000000000000e+00, 6.540684476249849943e+00
1.010000000000000009e+00, 6.616164808982408552e+00
1.020000000000000018e+00, 6.691777135324683101e+00
1.030000000000000027e+00, 6.767520212542594393e+00
1.040000000000000036e+00, 6.843392814985503669e+00
1.050000000000000044e+00, 6.919393733785911493e+00
1.060000000000000053e+00, 6.995521776566583583e+00
1.070000000000000062e+00, 7.071775767154877990e+00
1.080000000000000071e+00, 7.148154545304032936e+00
1.090000000000000080e+00, 7.224656966421206583e+00
1.100000000000000089e+00, 7.301281901302054678e+00
1.110000000000000098e+00, 7.378028235871647134e+00
1.120000000000000107e+00, 7.454894870931521922e+00
1.130000000000000115e+00, 7.531880721912696863e+00
1.140000000000000124e+00, 7.608984718634459021e+00
1.150000000000000133e+00, 7.686205805068747843e+00
1.159999999999999920e+00, 7.763542939109980168e+00
1.169999999999999929e+00, 7.840995092350136808e+00
1.179999999999999938e+00, 7.918561249858976581e+00
1.189999999999999947e+00, 7.996240409969210816e+00
1.199999999999999956e+00, 8.074031584066498013e+00
1.209999999999999964e+00, 8.151933796384129849e+00
1.219999999999999973e+00, 8.229946083802250456e+00
1.229999999999999982e+00, 8.308067495651512147e+00
1.239999999999999991e+00, 8.386297093521005053e+00
1.250000000000000000e+00, 8.464633951070375417e+00
1.260000000000000009e+00, 8.543077153845983318e+00
1.270000000000000018e+00, 8.621625799101012788e+00
1.280000000000000027e+00, 8.700278995619404654e+00
1.290000000000000036e+00, 8.779035863543528606e+00
1.300000000000000044e+00, 8.857895534205471932e+00
1.310000000000000053e+00, 8.936857149961848990e+00
1.320000000000000062e+00, 9.015919864032058584e+00
1.330000000000000071e+00, 9.095082840339864916e+00
1.340000000000000080e+00, 9.174345253358234586e+00
1.350000000000000089e+00, 9.253706287957333743e+00
1.360000000000000098e+00, 9.333165139255616083e+00
1.370000000000000107e+00, 9.412721012473889814e+00
1.380000000000000115e+00, 9.492373122792322704e+00
1.390000000000000124e+00, 9.572120695210285746e+00
1.400000000000000133e+00, 9.651962964408971501e+00
1.409999999999999920e+00, 9.731899174616701842e+00
1.419999999999999929e+00, 9.811928579476884238e+00
1.429999999999999938e+00, 9.892050441918520676e+00
1.439999999999999947e+00, 9.972264034029221236e+00
1.449999999999999956e+00, 1.005256863693065306e+01
1.459999999999999964e+00, 1.013296354065637139e+01
1.469999999999999973e+00, 1.021344804403195816e+01
1.479999999999999982e+00, 1.029402145455742890e+01
1.489999999999999991e+00, 1.037468308829184771e+01
1.500000000000000000e+00, 1.045543226974008277e+01
1.510000000000000009e+00, 1.053626833174166855e+01
1.520000000000000018e+00, 1.061719061536171616e+01
1.530000000000000027e+00, 1.069819846978381683e+01
1.540000000000000036e+00, 1.077929125220491002e+01
1.550000000000000044e+00, 1.086046832773203441e+01
1.560000000000000053e+00, 1.094172906928096545e+01
1.570000000000000062e+00, 1.102307285747664700e+01
1.580000000000000071e+00, 1.110449908055540824e+01
1.590000000000000080e+00, 1.118600713426890891e+01
1.600000000000000089e+00, 1.126759642178978282e+01
1.610000000000000098e+00, 1.134926635361892266e+01
1.620000000000000107e+00, 1.143101634749439377e+01
1.630000000000000115e+00, 1.151284582830191816e+01
1.640000000000000124e+00, 1.159475422798690580e+01
1.650000000000000133e+00, 1.167674098546798511e+01
1.660000000000000142e+00, 1.175880554655202026e+01
1.669999999999999929e+00, 1.184094736385056557e+01
1.679999999999999938e+00, 1.192316589669771965e+01
1.689999999999999947e+00, 1.200546061106936868e+01
1.699999999999999956e+00, 1.208783097950377439e+01
1.709999999999999964e+00, 1.217027648102347825e+01
1.719999999999999973e+00, 1.225279660105849011e+01
1.729999999999999982e+00, 1.233539083137075210e+01
1.739999999999999991e+00, 1.241805866997982655e+01
1.750000000000000000e+00, 1.250079962108978471e+01
1.760000000000000009e+00, 1.258361319501729803e+01
1.770000000000000018e+00, 1.266649890812086277e+01
1.780000000000000027e+00, 1.274945628273117570e+01
1.790000000000000036e+00, 1.283248484708260406e+01
1.800000000000000044e+00, 1.291558413524574433e+01
1.810000000000000053e+00, 1.299875368706105228e+01
1.820000000000000062e+00, 1.308199304807349606e+01
1.830000000000000071e+00, 1.316530176946824859e+01
1.840000000000000080e+00, 1.324867940800735511e+01
1.850000000000000089e+00, 1.333212552596739542e+01
1.860000000000000098e+00, 1.341563969107809839e+01
1.870000000000000107e+00, 1.349922147646188719e+01
1.880000000000000115e+00, 1.358287046057435354e+01
1.890000000000000124e+00, 1.366658622714562732e+01
1.900000000000000133e+00, 1.375036836512262362e+01
1.910000000000000142e+00, 1.383421646861216736e+01
1.919999999999999929e+00, 1.391813013682495281e+01
1.929999999999999938e+00, 1.400210897402033439e+01
1.939999999999999947e+00, 1.408615258945194171e+01
1.949999999999999956e+00, 1.417026059731408871e+01
1.959999999999999964e+00, 1.425443261668895545e+01
1.969999999999999973e+00, 1.433866827149455503e+01
1.979999999999999982e+00, 1.442296719043343245e+01
1.989999999999999991e+00, 1.450732900694212724e+01
2.000000000000000000e+00, 1.459175335914133420e+01
2.010000000000000231e+00, 1.467623988978679073e+01
2.020000000000000018e+00, 1.476078824622085683e+01
2.030000000000000249e+00, 1.484539808032477382e+01
2.040000000000000036e+00, 1.493006904847160499e+01
2.049999999999999822e+00, 1.501480081147982126e+01
2.060000000000000053e+00, 1.509959303456753865e+01
2.069999999999999840e+00, 1.518444538730738813e+01
2.080000000000000071e+00, 1.526935754358201613e+01
2.089999999999999858e+00, 1.535432918154017834e+01
2.100000000000000089e+00, 1.543935998355344452e+01
2.109999999999999876e+00, 1.552444963617349671e+01
2.120000000000000107e+00, 1.560959783008998691e+01
2.129999999999999893e+00, 1.569480426008897922e+01
2.140000000000000124e+00, 1.578006862501194085e+01
2.149999999999999911e+00, 1.586539062771528030e+01
2.160000000000000142e+00, 1.595076997503042371e+01
2.169999999999999929e+00, 1.603620637772441881e+01
2.180000000000000160e+00, 1.612169955046105940e+01
2.189999999999999947e+00, 1.620724921176250888e+01
2.200000000000000178e+00, 1.629285508397143545e+01
2.209999999999999964e+00, 1.637851689321363935e+01
2.220000000000000195e+00, 1.646423436936114371e+01
2.229999999999999982e+00, 1.655000724599578632e+01
2.240000000000000213e+00, 1.663583526037325555e+01
2.250000000000000000e+00, 1.672171815338759160e+01
2.260000000000000231e+00, 1.680765566953614965e+01
2.270000000000000018e+00, 1.689364755688497866e+01
2.280000000000000249e+00, 1.697969356703466204e+01
2.290000000000000036e+00, 1.706579345508657752e+01
2.300000000000000266e+00, 1.715194697960955494e+01
2.310000000000000053e+00, 1.723815390260699232e+01
2.319999999999999840e+00, 1.732441398948433076e+01
2.330000000000000071e+00, 1.741072700901695569e+01
2.339999999999999858e+00, 1.749709273331849246e+01
2.350000000000000089e+00, 1.758351093780947139e+01
2.359999999999999876e+00, 1.766998140118638716e+01
2.370000000000000107e+00, 1.775650390539112067e+01
2.379999999999999893e+00, 1.784307823558074091e+01
2.390000000000000124e+00, 1.792970418009765510e+01
2.399999999999999911e+00, 1.801638153044012469e+01
2.410000000000000142e+00, 1.810311008123312959e+01
2.419999999999999929e+00, 1.818988963019956984e+01
2.430000000000000160e+00, 1.827671997813180127e+01
2.439999999999999947e+00, 1.836360092886353002e+01
2.450000000000000178e+00, 1.845053228924200894e+01
2.459999999999999964e+00, 1.853751386910056809e+01
2.470000000000000195e+00, 1.862454548123145415e+01
2.479999999999999982e+00, 1.871162694135900040e+01
2.490000000000000213e+00, 1.879875806811308792e+01
2.500000000000000000e+00, 1.888593868300290168e+01
2.510000000000000231e+00, 1.897316861039101710e+01
2.520000000000000018e+00, 1.906044767746775292e+01
2.530000000000000249e+00, 1.914777571422581914e+01
2.540000000000000036e+00, 1.923515255343524188e+01
2.550000000000000266e+00, 1.932257803061859747e+01
2.560000000000000053e+00, 1.941005198402648801e+01
2.569999999999999840e+00, 1.949757425461330484e+01
2.580000000000000071e+00, 1.958514468601326186e+01
2.589999999999999858e+00, 1.967276312451668119e+01
2.600000000000000089e+00, 1.976042941904655592e+01
2.609999999999999876e+00, 1.984814342113535091e+01
2.620000000000000107e+00, 1.993590498490205931e+01
2.629999999999999893e+00, 2.002371396702951500e+01
2.640000000000000124e+00, 2.011157022674195360e+01
2.649999999999999911e+00, 2.019947362578278671e+01
2.660000000000000142e+00, 2.028742402839264969e+01
2.669999999999999929e+00, 2.037542130128765194e+01
2.680000000000000160e+00, 2.046346531363788657e+01
2.689999999999999947e+00, 2.055155593704613182e+01
2.700000000000000178e+00, 2.063969304552681550e+01
2.709999999999999964e+00, 2.072787651548517474e+01
2.720000000000000195e+00, 2.081610622569663605e+01
2.729999999999999982e+00, 2.090438205728641918e+01
2.740000000000000213e+00, 2.099270389370933287e+01
2.750000000000000000e+00, 2.108107162072981566e+01
2.760000000000000231e+00, 2.116948512640213664e+01
2.770000000000000018e+00, 2.125794430105082355e+01
2.780000000000000249e+00, 2.134644903725129694e+01
2.790000000000000036e+00, 2.143499922981068551e+01
2.800000000000000266e+00, 2.152359477574884039e+01
2.810000000000000053e+00, 2.161223557427954489e+01
2.819999999999999840e+00, 2.170092152679190178e+01
2.830000000000000071e+00, 2.178965253683193026e+01
2.839999999999999858e+00, 2.187842851008430856e+01
2.850000000000000089e+00, 2.196724935435434389e+01
2.859999999999999876e+00, 2.205611497955007394e+01
2.870000000000000107e+00, 2.214502529766458139e+01
2.879999999999999893e+00, 2.223398022275847197e+01
2.890000000000000124e+00, 2.232297967094250524e+01
2.899999999999999911e+00, 2.241202356036042431e+01
2.910000000000000142e+00, 2.250111181117192771e+01
2.919999999999999929e+00, 2.259024434553581528e+01
2.930000000000000160e+00, 2.267942108759330466e+01
2.939999999999999947e+00, 2.276864196345150049e+01
2.950000000000000178e+00, 2.285790690116700929e+01
2.959999999999999964e+00, 2.294721583072973914e+01
2.970000000000000195e+00, 2.303656868404682356e+01
2.979999999999999982e+00, 2.312596539492672676e+01
2.990000000000000213e+00, 2.321540589906346597e+01
3.000000000000000000e+00, 2.330489013402101151e+01
3.010000000000000231e+00, 2.339441803921782181e+01
3.020000000000000018e+00, 2.348398955591151349e+01
3.030000000000000249e+00, 2.357360462718369121e+01
3.040000000000000036e+00, 2.366326319792490551e+01
3.050000000000000266e+00, 2.375296521481975986e+01
3.060000000000000053e+00, 2.384271062633213845e+01
3.070000000000000284e+00, 2.393249938269059385e+01
3.080000000000000071e+00, 2.402233143587384134e+01
3.089999999999999858e+00, 2.411220673959640948e+01
3.100000000000000089e+00, 2.420212524929441145e+01
3.109999999999999876e+00, 2.429208692211143017e+01
3.120000000000000107e+00, 2.438209171688456678e+01
3.129999999999999893e+00, 2.447213959413057438e+01
3.140000000000000124e+00, 2.456223051603214813e+01
3.149999999999999911e+00, 2.465236444642431834e+01
3.160000000000000142e+00, 2.474254135078096795e+01
3.169999999999999929e+00, 2.483276119620148492e+01
3.180000000000000160e+00, 2.492302395139751070e+01
3.189999999999999947e+00, 2.501332958667981998e+01
3.200000000000000178e+00, 2.510367807394531070e+01
3.209999999999999964e+00, 2.519406938666411833e+01
3.220000000000000195e+00, 2.528450349986681900e+01
3.229999999999999982e+00, 2.537498039013177475e+01
